Date,Open,High,Low,Close,Volume
2021-03-01 00:00:00,33000.0,33214.87,32678.84,33000.0,298.52816598602334
2021-03-01 00:15:00,33000.0,33189.78,32835.36,33033.40056994948,264.15708809268517
2021-03-01 00:30:00,33033.40056994948,33231.36,32967.0,33066.79706595193,674.9535538681897
2021-03-01 00:45:00,33066.79706595193,33158.01,32887.28,33100.18541452916,1112.1145777002557
2021-03-01 01:00:00,33100.18541452916,33432.83,33016.15,33133.56154314058,997.3250199474579
2021-03-01 01:15:00,33133.56154314058,33244.4,32837.24,33166.92138065192,1013.1728080499714
2021-03-01 01:30:00,33166.92138065192,33341.97,32997.95,33200.26085780368,200.67928467610955
2021-03-01 01:45:00,33200.26085780368,33268.79,33004.3,33233.57590767949,1926.128570624872
2021-03-01 02:00:00,33233.57590767949,33306.51,33075.45,33266.86246617409,206.37826988816983
2021-03-01 02:15:00,33266.86246617409,33318.96,33122.77,33300.116472461035,1177.9123715413175
2021-03-01 02:30:00,33300.116472461035,33366.07,33171.4,33333.33386946005,835.382269003354
2021-03-01 02:45:00,33333.33386946005,33562.32,33154.8,33366.51060430391,611.8659437644927
2021-03-01 03:00:00,33366.51060430391,33476.25,33133.97,33399.642628804846,1938.4544406007499
2021-03-01 03:15:00,33399.642628804846,33436.44,33382.58,33432.7258999204,239.14872281038942
2021-03-01 03:30:00,33432.7258999204,33482.31,33391.46,33465.75638021874,363.71886244596004
2021-03-01 03:45:00,33465.75638021874,33627.71,33435.43,33498.73003834328,1320.1565624792802
2021-03-01 04:00:00,33498.73003834328,33561.11,33497.91,33531.642849476586,1914.3477295795303
2021-03-01 04:15:00,33531.642849476586,33786.69,33404.39,33564.4907958036,668.0100226783172
2021-03-01 04:30:00,33564.4907958036,33811.25,33398.62,33597.26986697399,1613.1584891623643
2021-03-01 04:45:00,33597.26986697399,33704.67,33291.65,33629.97606056368,516.681152883488
2021-03-01 05:00:00,33629.97606056368,33690.39,33532.21,33662.605382535425,1784.7592696154888
2021-03-01 05:15:00,33662.605382535425,33949.61,33598.0,33695.15384769851,1454.8215046335738
2021-03-01 05:30:00,33695.15384769851,33763.0,33485.12,33727.617480167304,1389.0825770390304
2021-03-01 05:45:00,33727.617480167304,33792.71,33510.93,33759.992313818846,818.3129137436299
2021-03-01 06:00:00,33759.992313818846,33811.8,33435.5,33792.274392749285,708.9133840909103
2021-03-01 06:15:00,33792.274392749285,33864.99,33521.06,33824.45977172909,1762.3772066156978
2021-03-01 06:30:00,33824.45977172909,33887.24,33639.38,33856.5445166571,1132.992437385285
2021-03-01 06:45:00,33856.5445166571,34209.35,33851.36,33888.52470501328,412.77575650615756
2021-03-01 07:00:00,33888.52470501328,34092.79,33625.7,33920.3964263101,1363.237599016108
2021-03-01 07:15:00,33920.3964263101,34065.05,33783.09,33952.155782542555,838.4608318297677
