Date,Open,High,Low,Close,Volume
2021-03-01 00:00:00,33000.0,33244.27,32934.9,33000.0,246.23284166444887
2021-03-01 00:15:00,33000.0,33218.96,32943.64,33035.40056994948,1217.8586176188144
2021-03-01 00:30:00,33035.40056994948,33133.57,32835.25,33070.79706595193,489.45149231898455
2021-03-01 00:45:00,33070.79706595193,33121.94,32978.89,33106.18541452916,1048.3334034992477
2021-03-01 01:00:00,33106.18541452916,33352.81,33053.24,33141.56154314058,1779.2609535596569
2021-03-01 01:15:00,33141.56154314058,33380.39,32946.15,33176.92138065192,819.4321177466545
2021-03-01 01:30:00,33176.92138065192,33322.58,33143.53,33212.26085780368,1552.5454522757304
2021-03-01 01:45:00,33212.26085780368,33402.45,33091.34,33247.57590767949,827.621455085357
2021-03-01 02:00:00,33247.57590767949,33532.36,32942.61,33282.86246617409,1583.0657822684634
2021-03-01 02:15:00,33282.86246617409,33523.61,33019.1,33318.116472461035,200.64381449860576
2021-03-01 02:30:00,33318.116472461035,33570.18,33100.17,33353.33386946005,654.5865126548388
2021-03-01 02:45:00,33353.33386946005,33566.02,33152.2,33388.51060430391,338.089367998812
2021-03-01 03:00:00,33388.51060430391,33518.73,33101.22,33423.642628804846,614.8353190268715
2021-03-01 03:15:00,33423.642628804846,33695.91,33334.37,33458.7258999204,530.290026183909
2021-03-01 03:30:00,33458.7258999204,33565.95,33204.62,33493.75638021874,1133.1108672960727
2021-03-01 03:45:00,33493.75638021874,33836.32,33354.42,33528.73003834328,769.9652505148314
2021-03-01 04:00:00,33528.73003834328,33850.16,33358.82,33563.642849476586,516.010470568418
2021-03-01 04:15:00,33563.642849476586,33681.83,33354.15,33598.4907958036,1271.698578847012
2021-03-01 04:30:00,33598.4907958036,33840.8,33334.47,33633.26986697399,411.67883628957065
2021-03-01 04:45:00,33633.26986697399,33745.56,33388.01,33667.97606056368,1127.3005052765964
2021-03-01 05:00:00,33667.97606056368,33797.19,33343.61,33702.605382535425,1193.992825157045
2021-03-01 05:15:00,33702.605382535425,34072.4,33573.39,33737.15384769851,1928.5711428645975
2021-03-01 05:30:00,33737.15384769851,34037.23,33415.4,33771.617480167304,775.1643597512234
2021-03-01 05:45:00,33771.617480167304,33956.45,33464.32,33805.992313818846,1615.1887269315814
2021-03-01 06:00:00,33805.992313818846,33903.52,33693.19,33840.274392749285,252.41188073854272
2021-03-01 06:15:00,33840.274392749285,34199.84,33809.68,33874.45977172909,298.63257894882776
2021-03-01 06:30:00,33874.45977172909,33982.57,33582.95,33908.5445166571,1900.6584160560822
2021-03-01 06:45:00,33908.5445166571,34149.93,33597.54,33942.52470501328,1623.231924921431
2021-03-01 07:00:00,33942.52470501328,34106.35,33724.93,33976.3964263101,1991.6314737624737
2021-03-01 07:15:00,33976.3964263101,34013.39,33843.15,34010.155782542555,1110.9556366271236
2021-03-01 07:30:00,34010.155782542555,34090.95,33955.67,34043.79888863679,398.46364959318487
2021-03-01 07:45:00,34043.79888863679,34388.24,33739.18,34077.32187289716,1629.9962706085844
2021-03-01 08:00:00,34077.32187289716,34411.92,33851.01,34110.72087745184,1221.0545567885945
2021-03-01 08:15:00,34110.72087745184,34369.08,33838.79,34143.99205869672,252.55975129419207
2021-03-01 08:30:00,34143.99205869672,34345.49,34008.73,34177.13158773781,1295.8015438156247
2021-03-01 08:45:00,34177.13158773781,34487.44,34144.45,34210.13565083181,915.845653005331
2021-03-01 09:00:00,34210.13565083181,34401.86,33926.68,34243.000449825064,319.5551524738686
2021-03-01 09:15:00,34243.000449825064,34408.62,34033.65,34275.722202590594,255.1529988394068
2021-03-01 09:30:00,34275.722202590594,34574.47,34077.47,34308.2971434634,896.2018191242535
2021-03-01 09:45:00,34308.2971434634,34472.03,34041.88,34340.72152367379,664.0202010051894
2021-03-01 10:00:00,34340.72152367379,34411.28,34008.19,34372.9916117788,1808.147540852264
2021-03-01 10:15:00,34372.9916117788,34735.69,34358.67,34405.10369409164,1983.8242455422105
2021-03-01 10:30:00,34405.10369409164,34676.34,34118.79,34437.05407510901,1199.2475788054612
2021-03-01 10:45:00,34437.05407510901,34762.82,34102.42,34468.83907793645,322.69330592540206
2021-03-01 11:00:00,34468.83907793645,34716.15,34252.34,34500.455044711445,751.8618471364679
2021-03-01 11:15:00,34500.455044711445,34618.25,34225.12,34531.89833702439,1864.8855230800968
2021-03-01 11:30:00,34531.89833702439,34644.47,34395.73,34563.165336337275,1164.2640807707744
2021-03-01 11:45:00,34563.165336337275,34871.04,34299.81,34594.252444400176,980.6786997611972
2021-03-01 12:00:00,34594.252444400176,34626.36,34553.63,34625.15608366526,1608.66931704076
2021-03-01 12:15:00,34625.15608366526,34881.35,34554.56,34655.87269769857,1609.03784306221
2021-03-01 12:30:00,34655.87269769857,34901.14,34370.94,34686.398751589266,384.13452140947925
2021-03-01 12:45:00,34686.398751589266,34757.93,34401.28,34716.73073235643,406.6792841429344
2021-03-01 13:00:00,34716.73073235643,35018.54,34690.38,34746.865149353354,582.91264336834
2021-03-01 13:15:00,34746.865149353354,34805.56,34709.73,34776.79853466925,442.6130886925488
2021-03-01 13:30:00,34776.79853466925,35131.95,34627.3,34806.52744352833,1435.2016245224504
2021-03-01 13:45:00,34806.52744352833,35038.21,34561.88,34836.048454686235,824.1943710586391
2021-03-01 14:00:00,34836.048454686235,34985.79,34781.21,34865.35817082379,1969.5936991665533
2021-03-01 14:15:00,34865.35817082379,34961.63,34828.67,34894.45321893791,1662.5669781012555
2021-03-01 14:30:00,34894.45321893791,35156.83,34631.78,34923.330250729836,955.4248980617139
2021-03-01 14:45:00,34923.330250729836,34953.6,34637.92,34951.98594299041,416.0085410144151
2021-03-01 15:00:00,34951.98594299041,35150.39,34842.97,34980.41699798256,549.9718353871522
2021-03-01 15:15:00,34980.41699798256,35130.44,34687.96,35008.62014382076,1190.7534270743768
2021-03-01 15:30:00,35008.62014382076,35089.85,34688.21,35036.592134847604,1250.358726115136
2021-03-01 15:45:00,35036.592134847604,35147.26,34823.67,35064.329752007296,1121.9404660975624
2021-03-01 16:00:00,35064.329752007296,35368.79,35051.17,35091.829803216126,988.5165104238018
2021-03-01 16:15:00,35091.829803216126,35202.84,34922.34,35119.08912372978,648.6631149819796
2021-03-01 16:30:00,35119.08912372978,35411.95,34800.04,35146.10457650758,1076.743911751788
2021-03-01 16:45:00,35146.10457650758,35486.88,35088.78,35172.873052573515,530.3692763249651
2021-03-01 17:00:00,35172.873052573515,35235.33,34891.44,35199.39147137396,1506.432265916049
2021-03-01 17:15:00,35199.39147137396,35296.75,35007.45,35225.65678113224,1401.5050220716037
2021-03-01 17:30:00,35225.65678113224,35308.25,34950.81,35251.66595919983,718.3546223918279
2021-03-01 17:45:00,35251.66595919983,35628.41,35109.69,35277.416012404195,1103.7760058669621
2021-03-01 18:00:00,35277.416012404195,35649.93,34949.77,35302.90397739326,1712.1808681365296
2021-03-01 18:15:00,35302.90397739326,35540.38,35134.02,35328.1269209764,1769.326704828392
2021-03-01 18:30:00,35328.1269209764,35386.38,35115.86,35353.08194046205,1626.6826903462838
2021-03-01 18:45:00,35353.08194046205,35535.43,35090.75,35377.76616399171,743.1304585086934
2021-03-01 19:00:00,35377.76616399171,35685.02,35207.2,35402.17675087048,1493.179520784183
2021-03-01 19:15:00,35402.17675087048,35731.89,35362.66,35426.31089189391,755.6208493410328
2021-03-01 19:30:00,35426.31089189391,35692.9,35359.06,35450.165809671365,1721.6789578759801
2021-03-01 19:45:00,35450.165809671365,35788.11,35297.25,35473.738758945576,1994.6420703859492
2021-03-01 20:00:00,35473.738758945576,35781.69,35173.88,35497.02702690862,690.8655143657795
2021-03-01 20:15:00,35497.02702690862,35828.18,35220.13,35520.0279335141,365.9215275833649
2021-03-01 20:30:00,35520.0279335141,35736.78,35465.26,35542.738831785566,974.3616937247649
2021-03-01 20:45:00,35542.738831785566,35652.14,35361.32,35565.15710812112,1846.8435520019834
2021-03-01 21:00:00,35565.15710812112,35656.56,35339.19,35587.280182594215,550.0262260519019
2021-03-01 21:15:00,35587.280182594215,35821.44,35287.13,35609.10550925054,1726.2304679233978
2021-03-01 21:30:00,35609.10550925054,35870.35,35428.98,35630.63057640103,1387.8906065925646
2021-03-01 21:45:00,35630.63057640103,35809.0,35357.1,35651.85290691089,1676.4302692459246
2021-03-01 22:00:00,35651.85290691089,35850.49,35416.93,35672.77005848469,886.5471635484727
2021-03-01 22:15:00,35672.77005848469,35926.69,35623.73,35693.37962394742,1710.7570589197805
2021-03-01 22:30:00,35693.37962394742,35774.71,35584.58,35713.679231521484,780.6617760715415
2021-03-01 22:45:00,35713.679231521484,36054.84,35442.8,35733.66654509971,1001.8940915778123
2021-03-01 23:00:00,35733.66654509971,36066.04,35545.13,35753.33926451413,1801.3286216017061
2021-03-01 23:15:00,35753.33926451413,36027.76,35673.47,35772.69512580072,869.2775655582435
2021-03-01 23:30:00,35772.69512580072,35796.2,35639.85,35791.73190145993,1953.0691668335717
2021-03-01 23:45:00,35791.73190145993,35893.08,35466.65,35810.447400713034,668.3414186465805
2021-03-02 00:00:00,35810.447400713034,36140.0,35523.19,35828.83946975424,1914.8418300588844
2021-03-02 00:15:00,35828.83946975424,36029.94,35508.06,35846.90599199856,1385.0108305776646
2021-03-02 00:30:00,35846.90599199856,36070.98,35519.38,35864.64488832537,932.4266598792962
2021-03-02 00:45:00,35864.64488832537,35962.85,35631.05,35882.05411731772,321.09201670224274
2021-03-02 01:00:00,35882.05411731772,36215.41,35653.84,35899.131675497214,404.27147326698207
2021-03-02 01:15:00,35899.131675497214,36033.09,35844.23,35915.875597554616,783.2802743004318
2021-03-02 01:30:00,35915.875597554616,36175.87,35663.26,35932.283956575986,1414.6106273915545
2021-03-02 01:45:00,35932.283956575986,36237.8,35595.03,35948.35486426445,1875.577874106065
2021-03-02 02:00:00,35948.35486426445,36086.64,35703.39,35964.08647115752,1218.4247013014356
2021-03-02 02:15:00,35964.08647115752,36185.5,35915.82,35979.47696683988,485.4972104052301
2021-03-02 02:30:00,35979.47696683988,36009.15,35704.85,35994.52458015182,1895.0318906974885
2021-03-02 02:45:00,35994.52458015182,36034.02,35994.45,36009.227579392966,1203.7564856605047
2021-03-02 03:00:00,36009.227579392966,36278.71,35887.84,36023.584272521635,855.3804805526968
2021-03-02 03:15:00,36023.584272521635,36378.85,35988.2,36037.59300734953,1239.4997310511596
2021-03-02 03:30:00,36037.59300734953,36338.46,35734.84,36051.252171731896,1076.669064759394
2021-03-02 03:45:00,36051.252171731896,36406.72,36050.61,36064.56019375301,1238.2889401545235
2021-03-02 04:00:00,36064.56019375301,36304.79,35861.62,36077.51554190711,932.6714318174543
2021-03-02 04:15:00,36077.51554190711,36436.27,35924.43,36090.11672527463,908.4639723061806
2021-03-02 04:30:00,36090.11672527463,36351.49,36034.66,36102.362293693805,1966.4623628879174
2021-03-02 04:45:00,36102.362293693805,36271.49,35932.27,36114.25083792752,746.0370935904795
2021-03-02 05:00:00,36114.25083792752,36259.78,35798.95,36125.780989825485,1019.4941533330826
2021-03-02 05:15:00,36125.780989825485,36429.59,35824.98,36136.951422481725,275.3525145416297
2021-03-02 05:30:00,36136.951422481725,36278.36,36027.58,36147.760850387254,490.19060329976037
2021-03-02 05:45:00,36147.760850387254,36445.91,36014.77,36158.20802957801,1769.114556609882
2021-03-02 06:00:00,36158.20802957801,36177.63,36145.53,36168.291757778024,819.7003552013844
2021-03-02 06:15:00,36168.291757778024,36319.25,35917.94,36178.01087453776,1828.357664486415
2021-03-02 06:30:00,36178.01087453776,36435.64,35984.97,36187.3642613677,880.4934086582318
2021-03-02 06:45:00,36187.3642613677,36518.09,35896.42,36196.35084186702,1624.0568998098267
2021-03-02 07:00:00,36196.35084186702,36479.44,36194.08,36204.96958184749,549.6808589875434
2021-03-02 07:15:00,36204.96958184749,36544.8,36122.98,36213.219489452465,952.5740235113509
2021-03-02 07:30:00,36213.219489452465,36554.13,35912.08,36221.099615271065,982.9920312976799
2021-03-02 07:45:00,36221.099615271065,36513.5,35863.43,36228.609052447406,225.66480951888798
2021-03-02 08:00:00,36228.609052447406,36459.74,35928.32,36235.74693678497,1680.1066257751886
2021-03-02 08:15:00,36235.74693678497,36391.61,36079.01,36242.512446846056,1406.0689106094833
2021-03-02 08:30:00,36242.512446846056,36428.05,35980.67,36248.90480404632,1819.722446703429
2021-03-02 08:45:00,36248.90480404632,36511.57,36210.23,36254.92327274437,507.19262801646494
2021-03-02 09:00:00,36254.92327274437,36264.53,36009.17,36260.56716032641,1058.0075245938633
2021-03-02 09:15:00,36260.56716032641,36287.51,36098.09,36265.83581728599,262.91432994522586
2021-03-02 09:30:00,36265.83581728599,36426.51,36207.49,36270.7286372987,1978.3343559496116
2021-03-02 09:45:00,36270.7286372987,36478.3,36126.25,36275.24505729199,766.044213178888
2021-03-02 10:00:00,36275.24505729199,36485.88,35955.55,36279.384557509926,458.6286468416961
2021-03-02 10:15:00,36279.384557509926,36592.93,36146.26,36283.14666157305,1657.9549682790807
2021-03-02 10:30:00,36283.14666157305,36463.61,36114.66,36286.53093653318,1715.5665720833383
2021-03-02 10:45:00,36286.53093653318,36580.83,36033.5,36289.53699292321,1548.8420329786395
2021-03-02 11:00:00,36289.53699292321,36410.73,36072.77,36292.16448480198,1018.3593626054302
2021-03-02 11:15:00,36292.16448480198,36428.83,36093.91,36294.413109794055,1616.2860332737619
2021-03-02 11:30:00,36294.413109794055,36494.92,35951.2,36296.28260912454,1042.353987546875
2021-03-02 11:45:00,36296.28260912454,36472.27,36001.99,36297.77276764882,1030.7527906320008
2021-03-02 12:00:00,36297.77276764882,36604.37,36170.86,36298.88341387739,747.8163665581635
2021-03-02 12:15:00,36298.88341387739,36625.12,36232.73,36299.614419995516,1058.7198812350302
2021-03-02 12:30:00,36299.614419995516,36323.64,36239.13,36299.96570187801,1225.852280204029
2021-03-02 12:45:00,36299.96570187801,36368.67,36166.66,36299.93721909885,579.533519871505
2021-03-02 13:00:00,36299.93721909885,36637.96,36024.15,36299.52897493588,1393.4740381744703
2021-03-02 13:15:00,36299.52897493588,36659.78,36209.93,36298.741016370404,916.4933971944928
2021-03-02 13:30:00,36298.741016370404,36580.53,36202.36,36297.573434081794,1285.9009491852364
2021-03-02 13:45:00,36297.573434081794,36502.17,36147.4,36296.02636243706,312.8032871585855
2021-03-02 14:00:00,36296.02636243706,36444.09,35964.8,36294.09997947535,1038.0421788144627
2021-03-02 14:15:00,36294.09997947535,36417.92,36069.88,36291.79450688752,1765.7563002743984
2021-03-02 14:30:00,36291.79450688752,36404.63,36210.16,36289.11020999057,321.5171153490438
2021-03-02 14:45:00,36289.11020999057,36612.43,35971.57,36286.04739769714,395.11925382879866
2021-03-02 15:00:00,36286.04739769714,36644.07,36175.17,36282.60642247994,1458.4330232258828
2021-03-02 15:15:00,36282.60642247994,36367.17,35924.19,36278.7876803312,1271.3428003480997
2021-03-02 15:30:00,36278.7876803312,36402.87,36217.81,36274.591610717114,661.5013638161714
2021-03-02 15:45:00,36274.591610717114,36574.96,35938.01,36270.01869652722,1336.2569757719195
2021-03-02 16:00:00,36270.01869652722,36576.14,36264.06,36265.06946401888,1744.4238724921706
2021-03-02 16:15:00,36265.06946401888,36518.66,36200.12,36259.74448275668,1144.9857142998649
2021-03-02 16:30:00,36259.74448275668,36260.82,36213.07,36254.04436554689,697.6454133043503
2021-03-02 16:45:00,36254.04436554689,36525.4,36043.01,36247.96976836697,1099.1473763807453
2021-03-02 17:00:00,36247.96976836697,36286.24,36072.24,36241.52139029005,1616.7341145845576
2021-03-02 17:15:00,36241.52139029005,36290.49,36181.15,36234.69997340447,253.62210402213148
2021-03-02 17:30:00,36234.69997340447,36429.03,35968.14,36227.50630272843,771.8858595552301
2021-03-02 17:45:00,36227.50630272843,36531.15,35951.97,36219.94120611958,577.2060320321165
2021-03-02 18:00:00,36219.94120611958,36463.51,35873.47,36212.00555417982,754.6776666492406
2021-03-02 18:15:00,36212.00555417982,36311.01,36125.32,36203.70026015505,1969.5766638210093
2021-03-02 18:30:00,36203.70026015505,36366.58,35953.56,36195.026279830105,454.1440010013587
2021-03-02 18:45:00,36195.026279830105,36503.58,35884.6,36185.98461141875,384.304984761637
2021-03-02 19:00:00,36185.98461141875,36479.26,35890.68,36176.576295448824,546.4918896117395
2021-03-02 19:15:00,36176.576295448824,36259.6,36103.0,36166.80241464246,253.124991517768
2021-03-02 19:30:00,36166.80241464246,36417.51,35866.25,36156.664093791514,582.0132449615327
2021-03-02 19:45:00,36156.664093791514,36408.36,36071.51,36146.16249962811,1709.4075023505309
2021-03-02 20:00:00,36146.16249962811,36501.17,35897.84,36135.298840690375,641.5232012337876
2021-03-02 20:15:00,36135.298840690375,36329.84,36112.51,36124.07436718333,510.6209169785221
2021-03-02 20:30:00,36124.07436718333,36445.06,36011.9,36112.4903708351,1323.7965987323662
2021-03-02 20:45:00,36112.4903708351,36361.95,35770.68,36100.54818474813,1639.5516850204374
2021-03-02 21:00:00,36100.54818474813,36201.8,35983.63,36088.249183245876,1226.5204200522428
2021-03-02 21:15:00,36088.249183245876,36224.11,35872.78,36075.59478171462,1523.6060071643028
2021-03-02 21:30:00,36075.59478171462,36134.93,35896.23,36062.586436440564,953.6607974402561
2021-03-02 21:45:00,36062.586436440564,36133.34,35959.35,36049.225644442246,488.8563370262983
2021-03-02 22:00:00,36049.225644442246,36126.91,35734.19,36035.51394329826,1317.5991459507968
